0;0;0.0078125;0.015625;0.0234375;0.03125;0.0390625;0.046875;0.0546875;0.0625;0.0703125;0.078125;0.0859375;0.09375;0.101562;0.109375;0.117188;0.125;0.132812;0.140625;0.148438;0.15625;0.164062;0.171875;0.179688;0.1875;0.195312;0.203125;0.210938;0.21875;0.226562;0.234375;0.242188;0.25;0.257812;0.265625;0.273438;0.28125;0.289062;0.296875;0.304688;0.3125;0.320312;0.328125;0.335938;0.34375;0.351562;0.359375;0.367188;0.375;0.382812;0.390625;0.398438;0.40625;0.414062;0.421875;0.429688;0.4375;0.445312;0.453125;0.460938;0.46875;0.476562;0.484375;0.492188;0.5;0.507812;0.515625;0.523438;0.53125;0.539062;0.546875;0.554688;0.5625;0.570312;0.578125;0.585938;0.59375;0.601562;0.609375;0.617188;0.625;0.632812;0.640625;0.648438;0.65625;0.664062;0.671875;0.679688;0.6875;0.695312;0.703125;0.710938;0.71875;0.726562;0.734375;0.742188;0.75;0.757812;0.765625;0.773438;0.78125;0.789062;0.796875;0.804688;0.8125;0.820312;0.828125;0.835938;0.84375;0.851562;0.859375;0.867188;0.875;0.882812;0.890625;0.898438;0.90625;0.914062;0.921875;0.929688;0.9375;0.945312;0.953125;0.960938;0.96875;0.976562;0.984375;0.992188;1
0.001;0;0.000941942;0.00106046;0.00113544;0.00119047;0.00123411;0.00127039;0.00130152;0.00132882;0.00135318;0.0013752;0.0013953;0.00141382;0.00143099;0.00144701;0.00146204;0.00147619;0.00148958;0.00150227;0.00151436;0.00152588;0.00153691;0.00154748;0.00155763;0.00156739;0.0015768;0.00158588;0.00159466;0.00160316;0.00161139;0.00161937;0.00162713;0.00163466;0.00164199;0.00164913;0.00165609;0.00166287;0.00166949;0.00167595;0.00168227;0.00168844;0.00169448;0.0017004;0.00170619;0.00171186;0.00171742;0.00172288;0.00172823;0.00173349;0.00173865;0.00174371;0.00174869;0.00175359;0.0017584;0.00176314;0.0017678;0.00177239;0.0017769;0.00178135;0.00178573;0.00179005;0.0017943;0.0017985;0.00180263;0.00180671;0.00181073;0.0018147;0.00181862;0.00182249;0.00182631;0.00183008;0.00183381;0.00183749;0.00184112;0.00184471;0.00184826;0.00185177;0.00185524;0.00185867;0.00186207;0.00186542;0.00186874;0.00187203;0.00187528;0.0018785;0.00188168;0.00188483;0.00188795;0.00189104;0.0018941;0.00189713;0.00190013;0.0019031;0.00190604;0.00190896;0.00191185;0.00191472;0.00191755;0.00192037;0.00192316;0.00192592;0.00192866;0.00193138;0.00193407;0.00193674;0.00193939;0.00194202;0.00194463;0.00194722;0.00194978;0.00195233;0.00195485;0.00195736;0.00195985;0.00196231;0.00196476;0.00196719;0.00196961;0.001972;0.00197438;0.00197674;0.00197909;0.00198141;0.00198372;0.00198602;0.0019883;0.00199056;0.00199281;0.00199504
0.01;0;-0.00357276;-0.00447691;-0.00491041;-0.00518327;-0.00537992;-0.00553307;-0.00565839;-0.00576447;-0.00585649;-0.00593781;-0.0060107;-0.0060768;-0.0061373;-0.0061931;-0.00624491;-0.00629329;-0.00633867;-0.00638143;-0.00642186;-0.00646021;-0.00649671;-0.00653151;-0.0065648;-0.00659669;-0.0066273;-0.00665675;-0.00668511;-0.00671248;-0.00673891;-0.00676449;-0.00678925;-0.00681326;-0.00683657;-0.0068592;-0.00688122;-0.00690264;-0.0069235;-0.00694384;-0.00696368;-0.00698304;-0.00700195;-0.00702043;-0.0070385;-0.00705618;-0.00707348;-0.00709043;-0.00710704;-0.00712332;-0.00713928;-0.00715495;-0.00717032;-0.00718542;-0.00720024;-0.00721481;-0.00722913;-0.00724321;-0.00725706;-0.00727068;-0.00728409;-0.00729729;-0.00731028;-0.00732308;-0.00733569;-0.00734812;-0.00736037;-0.00737245;-0.00738435;-0.0073961;-0.00740768;-0.00741912;-0.0074304;-0.00744154;-0.00745253;-0.00746339;-0.00747412;-0.00748471;-0.00749517;-0.00750552;-0.00751574;-0.00752584;-0.00753582;-0.0075457;-0.00755546;-0.00756512;-0.00757467;-0.00758412;-0.00759347;-0.00760272;-0.00761188;-0.00762094;-0.00762991;-0.00763879;-0.00764758;-0.00765629;-0.00766491;-0.00767345;-0.00768191;-0.00769028;-0.00769859;-0.00770681;-0.00771496;-0.00772304;-0.00773104;-0.00773898;-0.00774684;-0.00775464;-0.00776237;-0.00777003;-0.00777763;-0.00778517;-0.00779264;-0.00780006;-0.00780741;-0.0078147;-0.00782194;-0.00782912;-0.00783624;-0.00784331;-0.00785032;-0.00785728;-0.00786419;-0.00787104;-0.00787785;-0.0078846;-0.0078913;-0.00789796;-0.00790457;-0.00791113
0.1;0;-0.00405902;-0.00516619;-0.00566528;-0.00597265;-0.00619171;-0.0063612;-0.00649931;-0.00661589;-0.00671682;-0.00680587;-0.00688562;-0.00695787;-0.00702395;-0.00708488;-0.00714142;-0.0071942;-0.0072437;-0.00729032;-0.0073344;-0.0073762;-0.00741597;-0.0074539;-0.00749017;-0.00752491;-0.00755827;-0.00759034;-0.00762124;-0.00765104;-0.00767983;-0.00770768;-0.00773465;-0.0077608;-0.00778618;-0.00781083;-0.0078348;-0.00785812;-0.00788084;-0.00790298;-0.00792457;-0.00794565;-0.00796624;-0.00798636;-0.00800603;-0.00802527;-0.00804411;-0.00806256;-0.00808063;-0.00809835;-0.00811573;-0.00813278;-0.00814951;-0.00816594;-0.00818208;-0.00819793;-0.00821351;-0.00822884;-0.00824391;-0.00825873;-0.00827332;-0.00828768;-0.00830183;-0.00831575;-0.00832948;-0.008343;-0.00835632;-0.00836946;-0.00838242;-0.0083952;-0.0084078;-0.00842024;-0.00843252;-0.00844463;-0.00845659;-0.00846841;-0.00848007;-0.0084916;-0.00850298;-0.00851423;-0.00852535;-0.00853633;-0.0085472;-0.00855794;-0.00856856;-0.00857906;-0.00858945;-0.00859973;-0.0086099;-0.00861996;-0.00862991;-0.00863977;-0.00864953;-0.00865918;-0.00866874;-0.00867821;-0.00868759;-0.00869687;-0.00870607;-0.00871518;-0.00872421;-0.00873315;-0.00874201;-0.0087508;-0.0087595;-0.00876813;-0.00877668;-0.00878515;-0.00879356;-0.00880189;-0.00881015;-0.00881835;-0.00882647;-0.00883453;-0.00884253;-0.00885046;-0.00885832;-0.00886612;-0.00887387;-0.00888155;-0.00888917;-0.00889674;-0.00890425;-0.0089117;-0.00891909;-0.00892644;-0.00893372;-0.00894096;-0.00894814;-0.00895527
1;0;-0.00413299;-0.00525326;-0.00575582;-0.00606504;-0.00628537;-0.00645585;-0.00659478;-0.00671207;-0.00681362;-0.00690324;-0.0069835;-0.00705623;-0.00712276;-0.0071841;-0.00724103;-0.00729418;-0.00734403;-0.00739098;-0.00743537;-0.00747748;-0.00751754;-0.00755575;-0.00759228;-0.00762729;-0.00766089;-0.0076932;-0.00772433;-0.00775436;-0.00778337;-0.00781143;-0.00783861;-0.00786496;-0.00789053;-0.00791537;-0.00793952;-0.00796303;-0.00798592;-0.00800823;-0.00803;-0.00805124;-0.00807199;-0.00809226;-0.00811209;-0.00813148;-0.00815047;-0.00816906;-0.00818728;-0.00820514;-0.00822265;-0.00823984;-0.0082567;-0.00827326;-0.00828952;-0.0083055;-0.00832121;-0.00833665;-0.00835184;-0.00836679;-0.00838149;-0.00839597;-0.00841023;-0.00842426;-0.0084381;-0.00845173;-0.00846516;-0.0084784;-0.00849146;-0.00850434;-0.00851705;-0.00852959;-0.00854196;-0.00855417;-0.00856623;-0.00857814;-0.0085899;-0.00860151;-0.00861299;-0.00862433;-0.00863554;-0.00864661;-0.00865756;-0.00866839;-0.00867909;-0.00868968;-0.00870015;-0.00871051;-0.00872076;-0.00873091;-0.00874094;-0.00875088;-0.00876071;-0.00877045;-0.00878009;-0.00878963;-0.00879908;-0.00880844;-0.00881771;-0.0088269;-0.008836;-0.00884501;-0.00885395;-0.0088628;-0.00887157;-0.00888027;-0.00888889;-0.00889743;-0.00890591;-0.0089143;-0.00892263;-0.00893089;-0.00893908;-0.00894721;-0.00895527;-0.00896326;-0.00897119;-0.00897906;-0.00898686;-0.00899461;-0.00900229;-0.00900992;-0.00901748;-0.009025;-0.00903245;-0.00903985;-0.0090472;-0.00905449;-0.00906173;-0.00906892
10;0;-0.00416867;-0.00527652;-0.00577459;-0.00608158;-0.00630061;-0.00647026;-0.00660862;-0.00672549;-0.00682673;-0.00691611;-0.00699619;-0.00706876;-0.00713517;-0.00719641;-0.00725327;-0.00730634;-0.00735613;-0.00740304;-0.00744739;-0.00748947;-0.0075295;-0.00756768;-0.0076042;-0.00763918;-0.00767277;-0.00770507;-0.00773619;-0.00776621;-0.00779522;-0.00782327;-0.00785044;-0.00787679;-0.00790236;-0.0079272;-0.00795135;-0.00797485;-0.00799775;-0.00802006;-0.00804183;-0.00806307;-0.00808382;-0.0081041;-0.00812393;-0.00814333;-0.00816232;-0.00818092;-0.00819914;-0.008217;-0.00823452;-0.00825171;-0.00826858;-0.00828514;-0.00830141;-0.0083174;-0.00833311;-0.00834856;-0.00836376;-0.0083787;-0.00839342;-0.0084079;-0.00842216;-0.0084362;-0.00845004;-0.00846368;-0.00847712;-0.00849037;-0.00850343;-0.00851632;-0.00852903;-0.00854157;-0.00855395;-0.00856617;-0.00857824;-0.00859015;-0.00860191;-0.00861354;-0.00862502;-0.00863636;-0.00864758;-0.00865866;-0.00866961;-0.00868045;-0.00869116;-0.00870175;-0.00871223;-0.0087226;-0.00873285;-0.008743;-0.00875304;-0.00876298;-0.00877282;-0.00878256;-0.00879221;-0.00880176;-0.00881121;-0.00882058;-0.00882986;-0.00883905;-0.00884815;-0.00885717;-0.00886611;-0.00887497;-0.00888375;-0.00889245;-0.00890107;-0.00890963;-0.0089181;-0.00892651;-0.00893484;-0.00894311;-0.0089513;-0.00895943;-0.0089675;-0.00897549;-0.00898343;-0.0089913;-0.00899911;-0.00900686;-0.00901455;-0.00902218;-0.00902975;-0.00903727;-0.00904473;-0.00905214;-0.00905949;-0.00906678;-0.00907403;-0.00908122
100;0;-0.00418064;-0.005283;-0.00577914;-0.00608517;-0.00630364;-0.00647292;-0.00661102;-0.0067277;-0.00682879;-0.00691806;-0.00699804;-0.00707054;-0.00713689;-0.00719808;-0.00725488;-0.00730792;-0.00735768;-0.00740455;-0.00744888;-0.00749093;-0.00753094;-0.0075691;-0.0076056;-0.00764057;-0.00767414;-0.00770643;-0.00773754;-0.00776755;-0.00779654;-0.00782459;-0.00785175;-0.00787809;-0.00790365;-0.00792848;-0.00795263;-0.00797613;-0.00799902;-0.00802133;-0.00804309;-0.00806433;-0.00808508;-0.00810535;-0.00812517;-0.00814457;-0.00816356;-0.00818215;-0.00820037;-0.00821823;-0.00823575;-0.00825293;-0.0082698;-0.00828636;-0.00830263;-0.00831861;-0.00833433;-0.00834977;-0.00836497;-0.00837991;-0.00839462;-0.00840911;-0.00842336;-0.00843741;-0.00845124;-0.00846488;-0.00847832;-0.00849157;-0.00850463;-0.00851751;-0.00853023;-0.00854277;-0.00855515;-0.00856737;-0.00857943;-0.00859134;-0.00860311;-0.00861473;-0.00862621;-0.00863755;-0.00864876;-0.00865985;-0.0086708;-0.00868163;-0.00869234;-0.00870294;-0.00871342;-0.00872378;-0.00873404;-0.00874418;-0.00875423;-0.00876417;-0.00877401;-0.00878375;-0.00879339;-0.00880294;-0.0088124;-0.00882176;-0.00883104;-0.00884023;-0.00884933;-0.00885835;-0.00886729;-0.00887615;-0.00888493;-0.00889363;-0.00890226;-0.00891081;-0.00891928;-0.00892769;-0.00893602;-0.00894429;-0.00895248;-0.00896061;-0.00896868;-0.00897667;-0.00898461;-0.00899248;-0.00900029;-0.00900804;-0.00901573;-0.00902336;-0.00903093;-0.00903845;-0.00904591;-0.00905332;-0.00906067;-0.00906797;-0.00907521;-0.0090824
1000;0;-0.00418447;-0.00528496;-0.00578044;-0.00608615;-0.00630443;-0.00647358;-0.00661159;-0.0067282;-0.00682925;-0.00691848;-0.00699842;-0.0070709;-0.00713722;-0.00719839;-0.00725518;-0.0073082;-0.00735795;-0.00740481;-0.00744913;-0.00749117;-0.00753117;-0.00756933;-0.00760582;-0.00764078;-0.00767435;-0.00770664;-0.00773774;-0.00776775;-0.00779674;-0.00782478;-0.00785194;-0.00787827;-0.00790383;-0.00792866;-0.00795281;-0.0079763;-0.00799919;-0.0080215;-0.00804326;-0.0080645;-0.00808524;-0.00810551;-0.00812533;-0.00814473;-0.00816371;-0.00818231;-0.00820053;-0.00821839;-0.0082359;-0.00825308;-0.00826995;-0.00828651;-0.00830278;-0.00831876;-0.00833447;-0.00834992;-0.00836511;-0.00838006;-0.00839477;-0.00840925;-0.00842351;-0.00843755;-0.00845138;-0.00846502;-0.00847845;-0.0084917;-0.00850477;-0.00851765;-0.00853036;-0.0085429;-0.00855528;-0.0085675;-0.00857956;-0.00859148;-0.00860324;-0.00861486;-0.00862634;-0.00863768;-0.0086489;-0.00865998;-0.00867093;-0.00868176;-0.00869247;-0.00870307;-0.00871355;-0.00872391;-0.00873417;-0.00874431;-0.00875436;-0.00876429;-0.00877413;-0.00878387;-0.00879352;-0.00880307;-0.00881252;-0.00882189;-0.00883117;-0.00884035;-0.00884946;-0.00885848;-0.00886742;-0.00887628;-0.00888505;-0.00889376;-0.00890238;-0.00891093;-0.00891941;-0.00892781;-0.00893615;-0.00894441;-0.00895261;-0.00896074;-0.0089688;-0.0089768;-0.00898473;-0.0089926;-0.00900041;-0.00900816;-0.00901585;-0.00902348;-0.00903106;-0.00903857;-0.00904603;-0.00905344;-0.00906079;-0.00906809;-0.00907533;-0.00908253
10000;0;-0.00418569;-0.00528557;-0.00578084;-0.00608645;-0.00630466;-0.00647377;-0.00661175;-0.00672835;-0.00682938;-0.00691859;-0.00699853;-0.00707099;-0.00713731;-0.00719847;-0.00725526;-0.00730828;-0.00735802;-0.00740488;-0.00744919;-0.00749123;-0.00753123;-0.00756939;-0.00760587;-0.00764084;-0.0076744;-0.00770669;-0.00773779;-0.00776779;-0.00779678;-0.00782482;-0.00785198;-0.00787831;-0.00790387;-0.0079287;-0.00795284;-0.00797634;-0.00799923;-0.00802153;-0.00804329;-0.00806453;-0.00808527;-0.00810554;-0.00812537;-0.00814476;-0.00816374;-0.00818234;-0.00820056;-0.00821842;-0.00823593;-0.00825311;-0.00826998;-0.00828654;-0.00830281;-0.00831879;-0.0083345;-0.00834994;-0.00836514;-0.00838008;-0.00839479;-0.00840927;-0.00842353;-0.00843757;-0.00845141;-0.00846504;-0.00847848;-0.00849173;-0.00850479;-0.00851767;-0.00853039;-0.00854293;-0.00855531;-0.00856752;-0.00857959;-0.0085915;-0.00860326;-0.00861488;-0.00862636;-0.00863771;-0.00864892;-0.00866;-0.00867095;-0.00868179;-0.0086925;-0.00870309;-0.00871357;-0.00872393;-0.00873419;-0.00874433;-0.00875438;-0.00876432;-0.00877415;-0.00878389;-0.00879354;-0.00880309;-0.00881254;-0.00882191;-0.00883118;-0.00884037;-0.00884948;-0.0088585;-0.00886744;-0.00887629;-0.00888507;-0.00889377;-0.0089024;-0.00891095;-0.00891943;-0.00892783;-0.00893617;-0.00894443;-0.00895263;-0.00896075;-0.00896882;-0.00897682;-0.00898475;-0.00899262;-0.00900043;-0.00900818;-0.00901587;-0.0090235;-0.00903107;-0.00903859;-0.00904605;-0.00905346;-0.00906081;-0.0090681;-0.00907535;-0.00908254
100000;0;-0.00418608;-0.00528577;-0.00578097;-0.00608654;-0.00630474;-0.00647383;-0.0066118;-0.00672839;-0.00682942;-0.00691863;-0.00699856;-0.00707102;-0.00713734;-0.0071985;-0.00725528;-0.0073083;-0.00735804;-0.0074049;-0.00744921;-0.00749125;-0.00753125;-0.0075694;-0.00760589;-0.00764085;-0.00767442;-0.0077067;-0.0077378;-0.0077678;-0.00779679;-0.00782483;-0.00785199;-0.00787832;-0.00790388;-0.00792871;-0.00795285;-0.00797635;-0.00799924;-0.00802154;-0.0080433;-0.00806454;-0.00808528;-0.00810555;-0.00812537;-0.00814477;-0.00816375;-0.00818235;-0.00820056;-0.00821842;-0.00823594;-0.00825312;-0.00826999;-0.00828655;-0.00830281;-0.00831879;-0.0083345;-0.00834995;-0.00836514;-0.00838009;-0.0083948;-0.00840928;-0.00842354;-0.00843758;-0.00845141;-0.00846505;-0.00847848;-0.00849173;-0.0085048;-0.00851768;-0.00853039;-0.00854293;-0.00855531;-0.00856753;-0.00857959;-0.0085915;-0.00860327;-0.00861489;-0.00862637;-0.00863771;-0.00864892;-0.00866;-0.00867096;-0.00868179;-0.0086925;-0.00870309;-0.00871357;-0.00872394;-0.00873419;-0.00874434;-0.00875438;-0.00876432;-0.00877416;-0.0087839;-0.00879354;-0.00880309;-0.00881255;-0.00882191;-0.00883119;-0.00884038;-0.00884948;-0.0088585;-0.00886744;-0.0088763;-0.00888508;-0.00889378;-0.0089024;-0.00891095;-0.00891943;-0.00892784;-0.00893617;-0.00894443;-0.00895263;-0.00896076;-0.00896882;-0.00897682;-0.00898475;-0.00899262;-0.00900043;-0.00900818;-0.00901587;-0.0090235;-0.00903108;-0.00903859;-0.00904605;-0.00905346;-0.00906081;-0.00906811;-0.00907535;-0.00908255
